Hotel_name,name,rating,review
Hotel Tentrem Semarang,Rini Houe,5.0,The best hotel in Semarang.. Breakfast nya woooow😍😍😍Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Johan Agus Sadikin,5.0,What a great hotel! Obviously beyond my expectations....Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,David Kurniawan,5.0,A totally awesome hotel to stay! High tech (which is my style) and serves awesome local breakfast! Their interior design is made with the highest level of attention to detail.
Hotel Tentrem Semarang,Theodora Cecilia,5.0,"The hotel is clean and comfortable, the bed size is very big and very comfortable.The breakfast are delicious and so many foods there.Love it and want to come back again"
Hotel Tentrem Semarang,David Sutianto,5.0,"Clean, comfortable room & friendly staff. Excellent health protocol. Sorry to say, the fresh milk taste a bit sour & the unfried lunpia filling not fresh at breakfast. Nevertheless, overall satisfied staying here n recommended."
Hotel Tentrem Semarang,Teddy Arianto,5.0,"We use suite room. Clean, quite big, and cozy.Breakfast di hotel ini menurut saya, so far the best di Indo."
Hotel Tentrem Semarang,Adisunu Atmadi,5.0,"Located in premium area of Semarang city, good hotel also many choices place to visit in the mall."
Hotel Tentrem Semarang,rivaldi hamdillah,5.0,"Best hotel I have ever visited. Friendly staff and the comfy room are the strong point in this hotel. Also the view, pool, and the hygiene in this hotel is very well maintained. Love it."
Hotel Tentrem Semarang,Rudi Widiyanto,5.0,"Best place to stay in Semarang. Just a walk to Simpang Lima. Clean and spacious room, have a olympic size pool, sauna and jacuzzi.Breakfast is wonderful, we can also take Herbs Drink a.k.a Jamu Tradisional.Best choice in Semarang."
Hotel Tentrem Semarang,Kevin Antonputra,1.0,This is the review of the breakfast service I had in Tentrem Hotel on Tuesday Morning. I’ve stayed at Tentrem a couple of times and breakfast is somewhat never perfect but today I had enough. I was in queue for breakfast as per Tentrem’s regulation and there were 2 groups who were cutting the line and the staff did nothing about it. It was frustating because the line is quite long and I complained to the staff (name: zakiya) as why the man was allowed to cut the line so effortlessly. So it’s very frustrating and today we learned that Tentrem doesn’t require people to queue because that’s not their “hospitality regulation” or their business ethics.
Hotel Tentrem Semarang,Jeffry Lukito,5.0,Bed is supercomfy.Breakfast is wonderful. Always get the breakfast buffet. Always.
Hotel Tentrem Semarang,Darmawan Darmawan,3.0,"Some positive. Great location, very nice friendly staff, great room, pool is amazing and also very kids friendly. The negatives which is quite big is the logistics of elevator and parking. Took forever to wait for elevator. There was a wedding and almost all of them are full. Parking lot was not properly organize with the traffic flow. No special lot for hotel guest mean that guests have to compete with mall attendant for space. I hope they sort all this out before grand opening. I visit during partial Covid Lockdown. The hotel did not limit capacity on breakfast dining room so its quite crowded and risky. So this is a big drawback."
Hotel Tentrem Semarang,Andrew Santoso (Andrew),5.0,"Premium location near simpang lima and connect with tentrem mall, unfortunately tentrem mall still not many tenant open For parking, you can use ticket or e-money. It is more efficient to use e money, because it can registered to receptionist so you dont need to stamp your parking ticket everytime. A lot of parking area and its clean because using epoxy floor. For entering the hotel area, the security will check your body temp and baggage At lobby, i check in at 12 PM. Lobby is so wide and the ceiling height is so high. Luxury and ellegant with chinese malaysian interior style complete with artwork adding the art value to the hotel. Many seating area at the bar and near lift. I book 2 rooms, the first is already ready when im check in, the second room ready at 12.30 PM which are nice due to 2PM check in time. The lifts using tap card system and we will allocated to one lift. My rooms completed with towel art. And in a short of time, staff give us slice cake. Tiramisu strawberry cake with soft texture and yummy taste. The room is modern and spacious with chinese peranakan interior with bright colour and mix combination bronze glass. Partition bedroom with bathroom using smart glass, but in my room, its broken. For the flooring, they use marmer with rugs below the bed. Bathroom equipped with washtafel, shower and closet. There is no bathtub in the standard room The room is equipped with armchair and ottoman, big working desk and aergonomis working chair. The TV use 49 inch with IPTV system. King size bed 200x200 equipped with 3 firm pillow, 3 soft pillow and 1 small pillow. Pencil note, iron and iron board, laundry bag, slipper and additional small bolster are in the wardrobe There is 4 mineral water 600 ml and free minibar (floridina, coca cola, kuku bima energi and teh botol). For coffee, they prepared tana mera, sidomuncul ginger coffee. Tea using tong tji and dilmah brand. They also prepared sidomuncul produt like kunyit asam and tolak angin Pool and gym located at 6th floor. The gym equipments are complete, but due to pandemic the gym is limited to 6 people only. There is jaccuzzi and sauna. The pool is so wide with glass wall and mermaid mozaic for the floor so it will be photogenic. There is 4 gazebo and pool bar too. Tentrem semarang is full occupancy at that day, so for breakfasr we queue, but the staff responses are very fast so we only queue for 10 minute. The menu are so many variant, the taste also tasty and delicious. Here the outlet list at tentrem 1. Live cooking corner (sushi, yoghurt, meatball noodle, cheese chocolate bread, soto bokoran, dan fresh juice) 2. Bakery pastry and dessert (traditional jamu, croissant, waffle, pancake, sweet bread, lupis dan cenil, slice fruit watermelon, pineapple, melon, papaya, vanilla ice cream, chocolate, strawberry, tolak angin, es krim teppan, and croffle, es campur, wedang kacang koah, wedang tahua, handmade local coffee) 3. Beverage, western, Asian corner (nasi lemak, pokcoy, carving ayam bekanan, mushroom quiche, Baby potato, ikan mangut asap, beef green curry, beef bacon, beef and chicken sausage, Chicken porridge, salted fish porridge, salad, jus sirsak, jambu, jeruk, susu, infused water, coffee and cappuccino 4. Tentrem Semarang Authentic food (pisang planet, tahu gimbal, tahu pong, omellete, nasi gudeg abimanyu, nasi ayam bu pini, nasi campur, nasi pecel, nasi gandul, lumpia semarang, asem asem koh liem, nasi pindang, nasi goreng babat) You dont need to going anywhere to get semarang culinary, just stay at tentrem and you can get semarang authentic food"
Hotel Tentrem Semarang,Nyri L,5.0,"Great hotel, good location, good breakfast, service was excellent , staff were friendly. Room was extremely ✨clean✨ Thank you Tentrem, hope to be back soon 👍🏻Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Eddy Supit,4.0,"A very new and nice hotel in SemarangSpacious roomBad service...need along time to check in. Unusual check in time, we can enter 4pm since the room unprepared. Not clean up yet"
Hotel Tentrem Semarang,Anthony Zeng,5.0,"Definitely great hotel, probably the best in the city.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Grace Buana,2.0,"Nice hotel but very bare minimum health protocol. I understand they are still in soft opening period but seriously this is just poor hotel management. Very unfortunate for such a nice hotel. Had to wait for 30 min just to go down to lobby because they have the same lift access for hotel guests and wedding guests. No distancing in the dining room, no one really guarding the lift where there are wedding attendees just wanted to cram in the lift with 6 people. This hotel has top notch equipment but not the know- how. We wanted to get more privacy by booking nice hotel but we were grossly mistaken I also just noticed the guest greeter guy had his mask down and rubbed his nose. Long check in procees also. We ordered 2 rooms but one unit was ready 20 menits early and one was ready 30 min after. Ifyou wanna stay here, stay during weekdays only."
Hotel Tentrem Semarang,felix dwi rahardjo hp,4.0,One of the best 5 star hotel in townRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Tjipto Steven Senjaya,4.0,Good and newly opened five star hotel in Semarang. The pool and the view was great.You should come by and try the Resto. The food combined with the vibe was an awesome experience.
Hotel Tentrem Semarang,awan nugroho,5.0,Good serviceGood viewGood foodRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Medy Ratna,5.0,"While other hotels struggling to survive, amazingly this hotel price were sold higher than I used to have. The question were answered by the guest type for family staycation, 1st week June 2021. Good location and has an integrated mall."
Hotel Tentrem Semarang,Langga Calvareno,5.0,Best Hotel in Semarang The building is very big and nice The staff is very friendly The room is very good and spacious The facilities like swimming pool is big and really good The Restaurant also very nice and the food is good
Hotel Tentrem Semarang,Steven Lee,4.0,The safety protocols in place are most impressive and most secured feeling to be than any other malls. However I have to put off 1 star due to the fact that Valet parking is not available at all 😅 I mean come on now...
Hotel Tentrem Semarang,Ricky Mardian,5.0,"This hotel is really exquisite, a signature in the area. Love it. The room is clean, comfortable, luxurious; the pool and gym are nice with city view; breakfast has many locals signature dishes."
Hotel Tentrem Semarang,Flash Laundry Express 2 jam beres,5.0,"We can service laundry to this Hotel, Our WA : 081-475-515944. Pickup and delivery. . Hotel Tentrem Semarang combines the latest architectural trend with uniquely Semarang cultural elements. It provides you with the best living experience by catering to your lifestyle, while also giving you soothing tranquility to find peace within the busy city life. An upscale accommodation added with great amenities to support your daily life, Hotel Tentrem Semarang is truly a serene sanctuary at the heart of Semarang, located only 15 minutes from Ahmad Yani International Airport and only walking distance to the city center “Simpang Lima”"
Hotel Tentrem Semarang,Poerwono Soedjarnoto,4.0,Best hotel and most expensive hotel in townRooms: 4/5 | Service: 4/5 | Location: 4/5Hotel highlights Luxury …More
Hotel Tentrem Semarang,Rya Utama,5.0,"The newest 5 star hotel in Semarang. Managed by Indonesian operator - Tentrem Group. The hotel has Peranakan as main design. Spacious standard room and nicely designated on every detail of area. Every room has Uv light installed on their AC grill. So we can more relax and less afraid off the viruses 😅 We were stay on Deluxe twin room. The room has city view. The twin bed is large enough for 2 people 😁. They also have lounge chair and complete minibar on the room. And it was free of charge . For those who love to have Semarang speciality food, you are welcome to stay at this hotel because they served a lot of that for breakfast! Loenpia, Tahu petis, Wedang Tahu, Asem2 koh liem, Tahu pong karangsaru, etc."
Hotel Tentrem Semarang,Rudy Zacks,4.0,"Actually I went to the mall not the hotel. And I only went there to watch movie. The theater is still new so it's good, clean and have nice sound system."
Hotel Tentrem Semarang,Michel Karel Iwan Hidajat,5.0,"If there are 6 stars, I am going to give it. Marvelous hotel, every single staff from security guiding your car to parking until you enter your room and pool attendant always greet you will warm welcome and smile. Remember, this is not Internasional Hotel Chain at all but Indonesian hotel chain with limited hotel only and the owning company is Sidomuncul which basically traditional herbal medicines manufacturer; but it seems they knows how to treat guests very well. Salut to these people."
Hotel Tentrem Semarang,Benyamin IT,1.0,"in this pandemic era, they should have option to book with refundable / reschedule option.booked long time back and cannot request to refund due of pandemic, so in the end I cannot use the room due cannot travel there."
Hotel Tentrem Semarang,BUDI HARTANTO,5.0,"Amazing hotel , fusion culture between chinese & javanese culture. One of the best 5 star hotel in Semarang.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Anton harahap,5.0,"Now it’s the best hotel in town. Pool is clean and huge, there is a hot water pool also at the gym, breakfast also very delicious. There is a mall just beside the hotel."
Hotel Tentrem Semarang,Jevry widjaja,5.0,"Nice architecture inside the room(junior suite) Brilliant lift technology👍But they should make more parking lot with direct access to main lobby,so guest doesn't need to meet mall visitor(guests need more privacy)"
Hotel Tentrem Semarang,Global Hospitality Coach Indonesia (Yayu Windharti),5.0,"Nice hotel combination of Javanese and Chinese concept , the building say it all about the history of Semarang city, the hotel facilities are complete and at the room standard is excellent"
Hotel Tentrem Semarang,erentz,5.0,"Finest place to relax in Semarang. Best everything, lovely staff, astonishing pool, outstanding service. Stay here if you’re in town!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muhammad Abdul Aziz,5.0,"The Ramadan early breakfast was excellent allowing us to take advantage of the good food. It was clean and comfortable. The elevator call button responds in a non-contact manner. A sanitizer is installed everywhere and measures against corona are sufficient. Furthermore, it was very convenient because it was directly connected to the mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tomi Cibro,5.0,"Just a really good hotel in a perfect location. Good bed, good air conditioning, good service, good breakfast where emphasis is on Indonesian food, but there are also enough Western options. The hotel is located on the Simpang Lima, the modern heart of the city where everything happens."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Syahril Ril,5.0,This hotel located in strategic area with Simpang Lima and Center of Semarang. I enjoyed my stay here with my wife and my kids. The view from the pool is romantic and memorable. Thank you !! Surely will come back
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Habibi a,5.0,This hotel located in strategic area with Simpang Lima and Center of Semarang. I enjoyed my stay here with my wife and my kids. The view from the pool is romantic and memorable. Thank you !! Surely will come back
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rudy Susilo,3.0,"This hotel is about strategic location and handy mall. If you a type of person who doesn't mind staying in old hotel, gloomy room, out of dated shower and leaking spray plus a bit dirty toilet floor, than this hotel is for you. FYI parking space is very limited too. Would be my last visit here.Rooms: 3/5 | Service: 3/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,stanis awi,5.0,Staying at Ciputra gave us extraordinary experience while exploring Semarang. The place is at city centre where giving easy access to reach some of prestigious places of Semarang. The home atmosphere of hotel gave us more convenience in our resting.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tika Wulandari,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Garut 01,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Za Rina,5.0,Staying at Ciputra gave us extraordinary experience while exploring Semarang. The place is at city centre where giving easy access to reach some of prestigious places of Semarang. The home atmosphere of hotel gave us more convenience in our resting.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,D & Ry,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,TrefyNolandaFahmi,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,MVP SKAK,5.0,"Just a really good hotel in a perfect location. Good bed, good air conditioning, good service, good breakfast where emphasis is on Indonesian food, but there are also enough Western options. The hotel is located on the Simpang Lima, the modern heart of the city where everything happens."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Niels Vorpahl,5.0,"Great staff across all departments. 17th floor Executive Lounge amazing with super friendly staff. Coffee shop on first floor huge buffet and highlight was that the waiter noticed that I drunk a lot of coffee and after the second day, provided me with a larger cup (mug) so I wont have to stand up all the time. Stayed 7 nights and great location. Also great to see that the general manager interacted with guest. It makes a huge difference. Well done Ciputra. Special thanks to Heru, Amelia, Kiki and Michael."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,video semua sedunia,5.0,"Spent quality times with my family and enjoying good view of simpang lima, most iconic scene in Semarang. Hotel is attached with a mall hence no need to worry about spent time."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Yonie Rusdi,5.0,"Strategic location view to Simpang Lima, connecting to mall.Nice and Clean Room.Variety food for breakfast, helpful staff and Complete Facility (Gym and Pool).Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Kenzo Brooo,5.0,"The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Azack Metal,5.0,"The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rahmah Diani,5.0,"Five star hotel, old style modern but still well maintain. Great place o staycation."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bray Wok,4.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area, fresh welcome drinks, the pool was quite small, the breakfast was so standard btw. The staffs were nice n friendly. The interiors need to be upgrated to more competitive. It was just within walking distances to get to the nice street foods. There is a connecting door tonthe mal which makes it easier to get everything we need."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Aekok Batam,5.0,"The Front Office are very helpful and friendly, since the rooms are available I can directly check inThank you so muchRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,ŞĮŢĮ ŇŲŘÄĚÑÏ,5.0,"Nice experience while stay at this hotel with family, humble staffs in the front desk."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Verjaal,5.0,"We had a wonderful stay at the Ciputra hotel. The staff was super friendly and we were always welcome to conact them if we needed anything. The room was very clean as well as the swimming pool and gym👌 The hotel is located in the city centre which has a lot of cabs standing nearby. There is even a shopping mall next to the hotel, so enough choices!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,HRD Shorashmedia,5.0,"Enjoyable bussiness trip in Semarang is made possible by Hotel Ciputra. With its helpful staffs, 3 C room (clean-comfortable-Capacious), and tasty meals, they made sure I'll come back to here once again. Overall, an AMAZING experience."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Petra “Petra” Ang,4.0,"Just had breakfast, not staying the night. Sadly no my fav menu, french toast. But bread pudding is so fluffy & delicious ❤ In the web, price for breakfast is 60k, but in reality, they upped it to 110k."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Marni Lau,5.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area,"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Wongso,4.0,"always drive through this hotel and try to spend a night here after 4 nights in ciputra surabaya + surprisingly clean and such a shame for competitor across that looks clean outside but dirty inside + location is just awesome + bathtub but there is an issue + good noise insulation from next door + linked to the shopping mall (not one but two) + tons of food and attractions outside + smart tv is a nice addition + proper fridge + nice view from the room (if you pick simpang lima view) + staff are really helpful and fast check in process. they are even still helpful even after i checked out and i asked for invoice. thanks a lot for Shinta!! + simpang lima is just awesome + tons of delicious food if you walk a bit. - its smells old and feels old - the basement parking is a disaster - going into the building is very difficult thanks to the online taxi driver - the building spotlight pointed straight to my eyes and its difficult to see outside. instead of see simpang lima, i ended up saw the spotlight. luckily they turned it off after 9pm - bathtub are pretty useless, knob are broken - can't control the temperature - would be nice to put some reflective window tint way better than i expected to be honest, but it doesn't fit me and i prefer to slept somewhere else next time."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dani Handani,5.0,"the bellboy was so helpful and generous. however, what i found unfortunate was the foods"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Masela Fadjar Pratiwi,5.0,Had a wonderful night to stay at ciputra hotel in Semarang. Good services. Nice breakfast and strategic location. Thank youRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,E T P,5.0,"Recommended place to stay at Ciputra Hotel, Semarang. The hotel is really impressive, clean, and so beautiful. The staffs very friendly and helpful, the service is very good!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Wiba Sampoerno,5.0,"Five star hotel, old style modern but still well maintain. Great place o staycation. Connected to mall.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Farah Nazila,4.0,"i enjoyed the location, surely because it is located at the city area. so it is strategic! the facilities are also nice. excellent service as well. the bellboy was so helpful and generous. however, what i found unfortunate was the foods variety and their lack of freshness (side dishes) hopefully, those can be fixed for the better future."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Gatot Sugiharto,3.0,"2 night stay on 15-17th july 2022(+) Strategic location(-) limited parking area, small lift capacity"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Jan van der Vlist,3.0,"Hotel is ok, but rooms are old and need to be upgraded. Location is very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,yuan caecar,5.0,"Staying because of business needs. The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too. Thank you for the hospitality.Rooms: 5/5 | Service: 5/5 | Location: 4/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Mulyono Hodri,5.0,"Last week, I stayed at the Ciputra hotel, Semarang. The hotel is really impressive, clean, the service is very good, and the view is so beautiful. I can fully enjoy the city center of Semarang. The breakfast menu is so delicious with a variety of mixed menus between local and foreign menus."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,andreas anggoro,5.0,"Nice hotel,located at simpang 5,staff very friendly and helpful, taste of breakfast was so good and variety, for sure will come back again for next visitRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,A Google User,5.0,"Location very strategic, easy access to public facility in the town"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Sempati May Al-Farrasi,5.0,"The food was great, the service was excellent , love the ambiance of the roomso homy with great view also easy to access anywhereRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,M,1.0,"The breakfast system is a disaster. Don't bother to pay for the breakfast! They don't refill the food, so everything is gone in an hour. We ended up ordering food online. This hotel doesn't deserve a five star. What a shame!Rooms: 3/5 | Service: 2/5 | Location: 4/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ibnu,4.0,"Nice and clean hotel, it was one of luxury hotel in semarang. Front parking park is good but the basement is very small. Need renovation in some area to make it more fresh. The good thing is it connect to the mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Christina Ghaneswari Randa,5.0,"Nice place to stay. Located on premium location, on center of semarang. Nice breakfast menu, is offer variety of food. Hospitality was great, friendly staff. And There is no-touch button in lift.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bayari Sentono Putro,5.0,"Strategic location in the cental of Semarang City, in front what so called Five-Intersection (Simpang Lima), the landmark of Semarang City.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Wiyana Ananta,5.0,The hotel looks old but the service is good. The outside environment is a bit complicated but still acceptable.Rooms: 5/5 | Service: 5/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Heri Prasetyo,4.0,Love this Hotel. Park view very awesome. Good rate.Rooms: 3/5 | Service: 4/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dewi Saraswati,5.0,nice hotels with great services..thanksRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,weny junita,5.0,"Recommended hotel to stay. Located in the center of city. In front of simpang 5 (park), has a connecting door though the mall. Nice, friendly and very helpful staffs. I booked on website and they gave me a cute little bernard doll and a welcome chocolate cake. What a surprise. My room was located on 7th floor. I only pay not more than 700 idr. Clean room, various choice of breakfast. Definitely will be back"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,ayu cantik,5.0,"Strategic location view to Simpang Lima, connecting to mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Saifur Rahman,5.0,Nice hotel with connecting door to Ciputra Mall Semarang
Hotel Ciputra Semarang managed by Swiss-Belhotel International,elmo rinaldi,3.0,"Old hotel and overprice. We stayed for 2 nights and paid Rp 900 k/night. It’s just worth for the very strategic location and access to the mall, but not for the room that is small and few food varieties when breakfast. The lift service and access is also slow. The parking space is small and many car wait at the lobby that cause to traffic."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tom Hietaharju,1.0,Very old hotel with a lot of erosion. Smoking is allowed inside so everywhere smells like old cigarrettes. In rooms full carpet floor was extremely dusty and smelly. Same with curtains. Toilet seat was leaking. Very noisy also. Easily can hear other rooms. Very average breakfast. Some food served cold even join early time breakfast. Only good thing is fast acces to the mall from the lobby. Very expensive for all it's offerings and overall quality. Cannot really recommend in any aspect. Our first and last stay in that hotel.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Linda Bliss,5.0,The location is strategic in front of city square... it has many features I can't describe all. . this is one of the best hotels in Java for sure.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Erlangga Pradipta,5.0,"Rooms are clean and very well maintained even though it's pretty dated. Wifi access is suprr easy and the hot water works really well, some improvement of the shower curtain might be made, but overall it's good. Breakfast staffs are super helpful especially Mr. Djoko who welcomed us and prepare our foods. Also the breakfast lounge is well prepped during these pandemics with clean food presentation and preventive measure. Pictures of: 1. The view from the hotel 2. The breakfast food"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,VISIVEL GROUP,3.0,"Very old property, needs a huge renovation inside outRooms: 2/5 | Service: 2/5 | Location: 1/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ardhelia Frendy,5.0,"in the middle of town, this luxury hotel just offered a lot luxurious facilities and its also connecting to the mall"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Chris Gray,5.0,Draught Beer was colder than the room ACRooms: 4/5 | Service: 4/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,bersatulah cah GONDANG,5.0,"Strategic location view to Simpang Lima, connecting to mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,riris marpaung,1.0,"Shock that hotel ambience has strong smoke smell everywhere, old building and room carpet..iyuyy. Everywhere seems so stingky. I regreted so much staying here. I couldnt have much time to pick up hotel in semarang. Not to mention price in front desk and in traveloka so expensive, 777k for standard room in pandemic period. Really not worth of the price!!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Awaludin Freak,5.0,Great staff across all departments.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nur Cahyani,5.0,"Good location, right in the center of Semarang city. Easy to find good foods. It’s also convenient because it’s directly connected to mall.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Richie Wiyata,5.0,What a perfect Hotel with Great Location … Well Maintained room congratulation to all the staff and keep the good work for giving us comfy room.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Yuche Yahya Sukaca,5.0,Rrcommended place to stay. The staffs are very friendly and helpful.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Jasmine Lantau,5.0,Nice Hotels with perfect services..Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Mindo Harapan,5.0,Great staff across all departments.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Armahedi Mahsyar,3.0,"I have arrived since 2.00 PM today. And the room just ready almost 4.00 PM,they said the room still been cleaned. This is very late for check in althought they given extend time for check out. I don't understand with this big hotel, very slow for cleaning the room. Overall for the room is clean and tidy as the photo."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dwi Astuti Retnowati,5.0,"Close to the mall , good food , good service, location is strategiRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Johana Kristi,5.0,"Got best experience here. Excellent services, clean room, good staff, and good breakfast."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Fitri Wulan,5.0,"The thing I always remember from this place is the very excellent staff, they are very welcome and pay the attention with the guest needs, The hotel has wine cellar with complete variety, the bakery product also great. The covid protocols are well implemented. I will stay again in the nearest future."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Wijaya,4.0,"Good hotel in a very strategic location in Semarang. Nice room with small swimming pool inside, traditional spa massage, and a small but good fitness room. A quite good experience here. If you want some more variety then just go downstairs and move to the mall at the connecting building."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nabiel Hayaze,5.0,Luar biasa. Excellent hotel. Food was great. Service exellent and staffs are so friendly. Very recommended for both family or bussines.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Euphoria Wedding,5.0,"Very nice hotel, thanks for your hospitality.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,CatFbi,4.0,"The Staff Good, Food Good, Very Clean, The Bad Thing When 11-12 AM The Internet Error And When i Play Mobile Legend I was Defeat Pls Add Warn if Every 12 AM The Wifi Reset"
